Pais;Pregunta;Respuesta;Valor;Porcentaje;Dimension_ISDE;Dimension_Nombre
BFR;Opiniones sobre el uso de recursos/herramientas digitales;El uso de recursos y herramientas digitales ayuda a mejorar el rendimiento académico de los estudiantes;Muy en desacuerdo;7,4;D3;Pedagogía Digital / Uso Pedagógico TIC
BFR;Opiniones sobre el uso de recursos/herramientas digitales;El uso de recursos y herramientas digitales ayuda a mejorar el rendimiento académico de los estudiantes;;6,31;D3;Pedagogía Digital / Uso Pedagógico TIC
BFR;Tareas que puedes hacer con recursos/herramientas digitales;Aprender a usar la tecnología que es nueva para mí;Bastante;34,64;D2;Competencia Digital Docente
BFR;Tareas que puedes hacer con recursos/herramientas digitales;Aprender a usar la tecnología que es nueva para mí;En cierta medida;37,39;D2;Competencia Digital Docente
BFR;Tareas que puedes hacer con recursos/herramientas digitales;Aprender a usar la tecnología que es nueva para mí;Mucho;12,86;D2;Competencia Digital Docente
BFR;Tareas que puedes hacer con recursos/herramientas digitales;Aprender a usar la tecnología que es nueva para mí;;6,11;D2;Competencia Digital Docente
BFR;Tareas que puedes hacer con recursos/herramientas digitales;Aprender a usar la tecnología que es nueva para mí;Nada;9;D2;Competencia Digital Docente
BFR;Tareas que puedes hacer con recursos/herramientas digitales;Identificar recursos y herramientas digitales para apoyar el tema(s) que enseño;Bastante;39,6;D2;Competencia Digital Docente
BFR;Tareas que puedes hacer con recursos/herramientas digitales;Identificar recursos y herramientas digitales para apoyar el tema(s) que enseño;En cierta medida;33,32;D2;Competencia Digital Docente
BFR;Tareas que puedes hacer con recursos/herramientas digitales;Identificar recursos y herramientas digitales para apoyar el tema(s) que enseño;Mucho;13,12;D2;Competencia Digital Docente
BFR;Tareas que puedes hacer con recursos/herramientas digitales;Identificar recursos y herramientas digitales para apoyar el tema(s) que enseño;;5,3;D2;Competencia Digital Docente
BFR;Tareas que puedes hacer con recursos/herramientas digitales;Identificar recursos y herramientas digitales para apoyar el tema(s) que enseño;Nada;8,66;D2;Competencia Digital Docente
BFR;Temas incluidos en el desarrollo profesional;Análisis y utilización de las evaluaciones de los alumnos;;4,26;D2;Competencia Digital Docente
BFR;Temas incluidos en el desarrollo profesional;Análisis y utilización de las evaluaciones de los alumnos;No;71,45;D2;Competencia Digital Docente
BFR;Temas incluidos en el desarrollo profesional;Análisis y utilización de las evaluaciones de los alumnos;Sí;24,29;D2;Competencia Digital Docente
BFR;Temas incluidos en el desarrollo profesional;Competencias pedagógicas para incorporar recursos y herramientas digitales en la enseñanza;;4,05;D2;Competencia Digital Docente
BFR;Temas incluidos en el desarrollo profesional;Competencias pedagógicas para incorporar recursos y herramientas digitales en la enseñanza;No;54,78;D2;Competencia Digital Docente
BFR;Temas incluidos en el desarrollo profesional;Competencias pedagógicas para incorporar recursos y herramientas digitales en la enseñanza;Sí;41,17;D2;Competencia Digital Docente
BFR;Temas incluidos en el desarrollo profesional;Competencias técnicas para el uso de recursos y herramientas digitales;;4,26;D2;Competencia Digital Docente
BFR;Temas incluidos en el desarrollo profesional;Competencias técnicas para el uso de recursos y herramientas digitales;No;58,58;D2;Competencia Digital Docente
BFR;Temas incluidos en el desarrollo profesional;Competencias técnicas para el uso de recursos y herramientas digitales;Sí;37,16;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Actividades de aprendizaje por iniciativa propia;;2,92;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Actividades de aprendizaje por iniciativa propia;No;63,57;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Actividades de aprendizaje por iniciativa propia;Sí mixta;6,45;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Actividades de aprendizaje por iniciativa propia;Sí presencial;17,25;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Actividades de aprendizaje por iniciativa propia;Sí virtual online;9,81;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Coaching como parte de un acuerdo escolar formal;;2,98;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Coaching como parte de un acuerdo escolar formal;No;73,93;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Coaching como parte de un acuerdo escolar formal;Sí mixta;2,29;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Coaching como parte de un acuerdo escolar formal;Sí presencial;19,87;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Coaching como parte de un acuerdo escolar formal;Sí virtual online;0,94;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Conferencias educativas de los docentes u otros;;3,06;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Conferencias educativas de los docentes u otros;No;59,63;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Conferencias educativas de los docentes u otros;Sí mixta;6,56;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Conferencias educativas de los docentes u otros;Sí presencial;23,7;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Conferencias educativas de los docentes u otros;Sí virtual online;7,05;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Cursos/seminarios/talleres;;3,14;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Cursos/seminarios/talleres;No;7,74;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Cursos/seminarios/talleres;Sí mixta;34,22;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Cursos/seminarios/talleres;Sí presencial;42,08;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Cursos/seminarios/talleres;Sí virtual online;12,81;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Otro;;21,99;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Otro;No;70,87;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Otro;Sí mixta;1,74;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Otro;Sí presencial;3,94;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Otro;Sí virtual online;1,46;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Programa de cualificación formal;;3,75;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Programa de cualificación formal;No;75,17;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Programa de cualificación formal;Sí mixta;5,15;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Programa de cualificación formal;Sí presencial;10,39;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Programa de cualificación formal;Sí virtual online;5,54;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Redes formales o informales de profesores para la formación profesional;;3,47;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Redes formales o informales de profesores para la formación profesional;No;51,06;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Redes formales o informales de profesores para la formación profesional;Sí mixta;9,15;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Redes formales o informales de profesores para la formación profesional;Sí presencial;12,76;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Redes formales o informales de profesores para la formación profesional;Sí virtual online;23,56;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Reflexiones sobre las observaciones de la lección;;2,89;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Reflexiones sobre las observaciones de la lección;No;55,28;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Reflexiones sobre las observaciones de la lección;Sí mixta;5,43;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Reflexiones sobre las observaciones de la lección;Sí presencial;33,4;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Reflexiones sobre las observaciones de la lección;Sí virtual online;3;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Visitas a locales comerciales, organizaciones públicas u ONG relacionadas con mi enseñanza;;3,11;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Visitas a locales comerciales, organizaciones públicas u ONG relacionadas con mi enseñanza;No;75,34;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Visitas a locales comerciales, organizaciones públicas u ONG relacionadas con mi enseñanza;Sí mixta;3,33;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Visitas a locales comerciales, organizaciones públicas u ONG relacionadas con mi enseñanza;Sí presencial;15,79;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Visitas a locales comerciales, organizaciones públicas u ONG relacionadas con mi enseñanza;Sí virtual online;2,42;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Visitas a otras escuelas para informar sobre mi enseñanza;;2,98;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Visitas a otras escuelas para informar sobre mi enseñanza;No;78,01;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Visitas a otras escuelas para informar sobre mi enseñanza;Sí mixta;1,57;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Visitas a otras escuelas para informar sobre mi enseñanza;Sí presencial;16,34;D2;Competencia Digital Docente
BGR;Actividades de desarrollo profesional;Visitas a otras escuelas para informar sobre mi enseñanza;Sí virtual online;1,1;D2;Competencia Digital Docente
BGR;Frecuencia con la que el profesor;Adapta sus métodos de enseñanza a las necesidades de los alumnos;Frecuentemente;37,63;D3;Pedagogía Digital / Uso Pedagógico TIC
BGR;Frecuencia con la que el profesor;Adapta sus métodos de enseñanza a las necesidades de los alumnos;;1,48;D3;Pedagogía Digital / Uso Pedagógico TIC
BGR;Frecuencia con la que el profesor;Adapta sus métodos de enseñanza a las necesidades de los alumnos;Nunca o casi nunca;0,16;D3;Pedagogía Digital / Uso Pedagógico TIC
BGR;Frecuencia con la que el profesor;Adapta sus métodos de enseñanza a las necesidades de los alumnos;Ocasionalmente;5,73;D3;Pedagogía Digital / Uso Pedagógico TIC
BGR;Frecuencia con la que el profesor;Adapta sus métodos de enseñanza a las necesidades de los alumnos;Siempre;54,99;D3;Pedagogía Digital / Uso Pedagógico TIC
BGR;Frecuencia con la que el profesor;Indica a los alumnos diferentes materiales didácticos en función de sus necesidades;Frecuentemente;52,23;D3;Pedagogía Digital / Uso Pedagógico TIC
BGR;Frecuencia con la que el profesor;Indica a los alumnos diferentes materiales didácticos en función de sus necesidades;;1,44;D3;Pedagogía Digital / Uso Pedagógico TIC
BGR;Frecuencia con la que el profesor;Indica a los alumnos diferentes materiales didácticos en función de sus necesidades;Nunca o casi nunca;1,94;D3;Pedagogía Digital / Uso Pedagógico TIC
BGR;Frecuencia con la que el profesor;Indica a los alumnos diferentes materiales didácticos en función de sus necesidades;Ocasionalmente;22,38;D3;Pedagogía Digital / Uso Pedagógico TIC
BGR;Frecuencia con la que el profesor;Indica a los alumnos diferentes materiales didácticos en función de sus necesidades;Siempre;22,01;D3;Pedagogía Digital / Uso Pedagógico TIC
BGR;Frecuencia con la que el profesor;Prepara a los estudiantes para las dificultades que pueden ocurrir durante la práctica;Frecuentemente;48,35;D3;Pedagogía Digital / Uso Pedagógico TIC
BGR;Frecuencia con la que el profesor;Prepara a los estudiantes para las dificultades que pueden ocurrir durante la práctica;;1,73;D3;Pedagogía Digital / Uso Pedagógico TIC
BGR;Frecuencia con la que el profesor;Prepara a los estudiantes para las dificultades que pueden ocurrir durante la práctica;Nunca o casi nunca;0,33;D3;Pedagogía Digital / Uso Pedagógico TIC
BGR;Frecuencia con la que el profesor;Prepara a los estudiantes para las dificultades que pueden ocurrir durante la práctica;Ocasionalmente;11,75;D3;Pedagogía Digital / Uso Pedagógico TIC
BGR;Frecuencia con la que el profesor;Prepara a los estudiantes para las dificultades que pueden ocurrir durante la práctica;Siempre;37,84;D3;Pedagogía Digital / Uso Pedagógico TIC
BGR;Frecuencia con la que el profesor;Revisa múltiples ejemplos para practicar los pasos de un procedimiento o habilidad;Frecuentemente;50,62;D3;Pedagogía Digital / Uso Pedagógico TIC
BGR;Frecuencia con la que el profesor;Revisa múltiples ejemplos para practicar los pasos de un procedimiento o habilidad;;1,77;D3;Pedagogía Digital / Uso Pedagógico TIC
BGR;Frecuencia con la que el profesor;Revisa múltiples ejemplos para practicar los pasos de un procedimiento o habilidad;Nunca o casi nunca;1,73;D3;Pedagogía Digital / Uso Pedagógico TIC
BGR;Frecuencia con la que el profesor;Revisa múltiples ejemplos para practicar los pasos de un procedimiento o habilidad;Ocasionalmente;18,05;D3;Pedagogía Digital / Uso Pedagógico TIC
